Account,total_pnl,avg_daily_pnl,pnl_std,total_trades,win_rate,total_volume,avg_trade_size,avg_sentiment,avg_pnl_volatility,avg_sentiment_ma7,sharpe_ratio,profit_factor,cluster
0x271b280974205ca63b716753467d5a371de622ab,-70436.191318,-5869.682609833333,33420.410013838264,12,0.6666666666666666,33873440.42,11057.118418553686,51.75,188.43983795594178,52.1813492063492,-0.17563167559592763,0.0,2
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,-31203.599986,-725.6651159534885,10110.280939662283,43,0.32558139534883723,1409902.0,1613.2556722621034,54.95348837209303,204.68910923529526,56.17392026578073,-0.07177497047651062,0.0,0
0x8170715b3b381dffb7062c0298972d4727a0a63b,-167621.124781,-1821.9687476195652,38190.08942383133,92,0.42391304347826086,10143758.13,2782.687344213111,45.858695652173914,254.45721854497415,46.50978260869565,-0.047707894249721834,0.0,1
